cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,symptomatic,symptomatic_prop,never_sex,never_sex_prop,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,denom,num,prevalence,specimen,specimencat,test,testcat,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_denom,adj_num,notes,search_v
#32528,Gray 2021,HVTN702,October,2016,June,2019,2021,2018,South Africa,SA,SA,Mixed,Multiple,Cohort,Convenience,Male,HIV/STI prevention trial participants,HVTN702 baseline: HIV negative participants,NA,NA,NA,NA,Adult,Y,18 to 35,18,35,NA,NA,NA,HIV negative,1252,0,0,NG,1252,39,0.03,urine,urine,GeneXpert,NAAT,80.9,99.9,0.038289921,0.006268114,0.026933096,0.05134562,937.2486369,35.88717597,NA,1
#32528,Gray 2021,HVTN702,October,2016,June,2019,2021,2018,South Africa,SA,SA,Mixed,Multiple,Cohort,Convenience,Female,HIV/STI prevention trial participants,HVTN702 baseline: HIV negative participants,NA,NA,NA,NA,Adult,Y,18 to 35,18,35,NA,NA,NA,HIV negative,3389,0,0,CT,3389,779,0.23,Cervical swab,genital fluid,GeneXpert,NAAT,88.6,99.6,0.256490634,0.008064976,0.241134457,0.272740934,2931.917589,752.0094021,NA,1
#32528,Gray 2021,HVTN702,October,2016,June,2019,2021,2018,South Africa,SA,SA,Mixed,Multiple,Cohort,Convenience,Female,HIV/STI prevention trial participants,HVTN702 baseline: HIV negative participants,NA,NA,NA,NA,Adult,Y,18 to 35,18,35,NA,NA,NA,HIV negative,3389,0,0,NG,3389,179,0.05,Cervical swab,genital fluid,GeneXpert,NAAT,93.3,99.2,0.04859616,0.004253492,0.040545203,0.057207858,2555.498928,124.1874345,NA,1
#32528,Gray 2021,HVTN702,October,2016,June,2019,2021,2018,South Africa,SA,SA,Mixed,Multiple,Cohort,Convenience,Female,HIV/STI prevention trial participants,HVTN702 baseline: HIV negative participants,NA,NA,NA,NA,Adult,Y,18 to 35,18,35,NA,NA,NA,HIV negative,3389,0,0,TV,3389,192,0.06,vaginal swab,genital fluid,OSOM Trichomonas Rapid Test,rapid antigen test,68.5,97.4,0.047006666,0.005933411,0.035919128,0.059029477,1272.449245,59.81359645,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Blantyre,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.9,NA,NA,HIV negative,441,0,0,CT,441,3,0.006802721,UR,urine,PCR,NAAT,87,99.8,0.008076245,0.005305393,0.000703339,0.021061432,284.611686,2.298593738,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Blantyre,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.9,NA,NA,HIV negative,441,0,0,NG,441,7,0.015873016,UR,urine,PCR,NAAT,91.6,100,0.019766562,0.007107368,0.008374901,0.035461445,383.5685587,7.581831705,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Blantyre,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.9,NA,NA,HIV negative,441,0,0,TV,441,27,0.06122449,GE,genital fluid,MWM,WM,52,100,0.121694366,0.022192178,0.081910188,0.168115905,217.0282609,26.41111666,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Lilongwe,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,27.3,NA,NA,HIV negative,596,0,0,CT,596,2,0.003355705,UR,urine,PCR,NAAT,87,99.8,0.004071816,0.002995815,0.000237501,0.011437471,451.841525,1.839815519,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Lilongwe,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,27.3,NA,NA,HIV negative,596,0,0,NG,596,2,0.003355705,UR,urine,PCR,NAAT,91.6,100,0.005437453,0.003193091,0.001002377,0.013025378,530.4018745,2.884035471,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Malawi,EA,EA,Urban,Lilongwe,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,27.3,NA,NA,HIV negative,596,0,0,TV,596,67,0.112416107,GE,genital fluid,MWM,WM,52,100,0.218144754,0.024785794,0.171488212,0.270258635,277.6294057,60.56339852,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.2,NA,NA,HIV negative,702,0,0,CT,702,46,0.065527066,UR,urine,PCR,NAAT,87,99.8,0.074734132,0.010839601,0.054816305,0.097517735,588.5168551,43.98229638,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.2,NA,NA,HIV negative,702,0,0,NG,702,6,0.008547009,UR,urine,PCR,NAAT,91.6,100,0.01083864,0.004012192,0.004508704,0.020017152,666.0066103,7.218605865,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Urban,Durban,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.2,NA,NA,HIV negative,702,0,0,TV,702,36,0.051282051,GE,genital fluid,MWM,WM,52,100,0.101329713,0.016424412,0.07150136,0.136408604,337.5650982,34.2053745,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Rural,Hlabisa,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.3,NA,NA,HIV negative,346,0,0,CT,346,26,0.075144509,UR,urine,PCR,NAAT,87,99.8,0.087137961,0.016347186,0.057623034,0.122044126,297.6641421,25.9378464,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Rural,Hlabisa,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.3,NA,NA,HIV negative,346,0,0,NG,346,4,0.011560694,UR,urine,PCR,NAAT,91.6,100,0.015838449,0.007014127,0.005082209,0.032539078,316.8339769,5.018158756,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,South Africa,SA,SA,Rural,Hlabisa,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.3,NA,NA,HIV negative,346,0,0,TV,346,51,0.147398844,GE,genital fluid,MWM,WM,52,100,0.287190551,0.036278109,0.219108254,0.360827546,155.5443728,44.67087419,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zambia,EA,EA,Urban,Lusaka,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,23,NA,NA,HIV negative,319,0,0,CT,319,10,0.031347962,UR,urine,PCR,NAAT,87,99.8,0.037114083,0.011394886,0.017573309,0.062118154,275.2286299,10.21485834,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zambia,EA,EA,Urban,Lusaka,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,23,NA,NA,HIV negative,319,0,0,NG,319,2,0.006269592,UR,urine,PCR,NAAT,91.6,100,0.010220344,0.005806512,0.002017652,0.024021048,300.0360112,3.066471376,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zambia,EA,EA,Urban,Lusaka,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,23,NA,NA,HIV negative,319,0,0,TV,319,21,0.065830721,GE,genital fluid,MWM,WM,52,100,0.13141553,0.02642715,0.082811707,0.187410808,163.4399009,21.47854127,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Rural,Chitungwiza,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.8,NA,NA,HIV negative,260,0,0,CT,260,10,0.038461538,UR,urine,PCR,NAAT,87,99.8,0.046057371,0.014074218,0.022735224,0.07722364,221.8057922,10.21579164,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Rural,Chitungwiza,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.8,NA,NA,HIV negative,260,0,0,NG,260,1,0.003846154,UR,urine,PCR,NAAT,91.6,100,0.008184365,0.005476344,0.001050024,0.021616358,270.6665245,2.215233591,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Rural,Chitungwiza,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,25.8,NA,NA,HIV negative,260,0,0,TV,260,16,0.061538462,GE,genital fluid,MWM,WM,52,100,0.125174149,0.030257819,0.072536383,0.189921155,119.6082184,14.971857,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Urban,Harare,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,26.9,NA,NA,HIV negative,223,0,0,CT,223,6,0.02690583,UR,urine,PCR,NAAT,87,99.8,0.033477564,0.013208256,0.012307449,0.064626715,185.4704923,6.209100316,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Urban,Harare,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,26.9,NA,NA,HIV negative,223,0,0,NG,223,1,0.004484305,UR,urine,PCR,NAAT,91.6,100,0.009795538,0.006912074,0.001124058,0.027220115,203.0188513,1.988678915,NA,1
#22257,Guffey 2014,HPTN035,February,2005,NR,2007,2014,2006,Zimbabwe,EA,EA,Urban,Harare,RCT,Convenience,Female,HIV/STI prevention trial participants,HPTN035 Trial Participants: Baseline,NA,NA,NA,NA,Adult,U,18+,18,NR,26.9,NA,NA,HIV negative,223,0,0,TV,223,2,0.00896861,GE,genital fluid,MWM,WM,52,100,0.025594069,0.014811857,0.005078217,0.061743669,113.6737651,2.909374221,NA,1
#22332,Hawken 2002,NA,April,2000,July,2000,2002,2000,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Random,Female,Population-representative survey participants,Community members identified in randomly selected households,Include,NR,Include,0.17000000000000004,Adult,Y,15 to 49,15,49,27.1,NA,NA,Mixed,416,57,0.13700000000000001,CT,579,11,0.019,urine,urine,AMPLICOR PCR,NAAT,87,99.8,0.021534489,0.006777521,0.010088544,0.036789602,458.7101234,9.878087966,NA,2
#22332,Hawken 2002,NA,April,2000,July,2000,2002,2000,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Random,Female,Population-representative survey participants,Community members identified in randomly selected households,Include,NR,Include,0.17000000000000004,Adult,Y,15 to 49,15,49,27.1,NA,NA,Mixed,416,57,0.13700000000000001,NG,571,4,0.007,urine,urine,AMPLICOR PCR,NAAT,91.6,100,0.009505582,0.004343643,0.003075399,0.019617686,499.0252619,4.743525763,NA,2
#22332,Hawken 2002,NA,April,2000,July,2000,2002,2000,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Random,Male,Population-representative survey participants,Community members identified in randomly selected households,Include,NR,Include,0.12,Adult,Y,15 to 49,15,49,28.5,NA,NA,Mixed,425,34,0.08,CT,546,6,0.011,urine,urine,AMPLICOR PCR,NAAT,87.8,99.3,0.007541438,0.005160945,0.0004262,0.019888387,281.0011176,2.119152395,NA,2
#22332,Hawken 2002,NA,April,2000,July,2000,2002,2000,Kenya,EA,EA,Urban,Mombasa,Cross sectional,Random,Male,Population-representative survey participants,Community members identified in randomly selected households,Include,NR,Include,0.12,Adult,Y,15 to 49,15,49,28.5,NA,NA,Mixed,425,34,0.08,NG,583,7,0.012,urine,urine,AMPLICOR PCR,NAAT,80.9,99.9,0.015592644,0.006067271,0.006051173,0.029330609,416.9729096,6.501710319,NA,2
#22337,Heffron 2021,NA,August,2019,February,2020,2021,2020,Kenya,EA,EA,Urban,Thika and Kisumu,Cross sectional,Consecutive,Female,GYN attendees,Women seeking post-abortion services,NA,NA,NA,NA,Adult,Y,15 to 30,15,30,NA,21,19-22,HIV negative,198,0,0,CT,198,36,0.181818182,Urine,urine,Aptima GenProbe (Thika) or GeneXpert (Kisumu),NAAT,87,99.8,0.211128841,0.030502645,0.154532863,0.271897388,179.0105546,37.79429089,NA,1
#22337,Heffron 2021,NA,August,2019,February,2020,2021,2020,Kenya,EA,EA,Urban,Thika and Kisumu,Cross sectional,Consecutive,Female,GYN attendees,Women seeking post-abortion services,NA,NA,NA,NA,Adult,Y,15 to 30,15,30,NA,21,19-22,HIV negative,198,0,0,NG,198,4,0.02020202,Urine,urine,Aptima GenProbe (Thika) or GeneXpert (Kisumu),NAAT,91.6,100,0.027329308,0.012350446,0.008741795,0.056251211,174.2726133,4.76274987,NA,1
#22353,Hoffman 2019,NA,NR,2016,NR,2016,2019,2016,South Africa,SA,SA,Rural,"Mopani District, Limpopo Province",Cross sectional,Consecutive,Female,PHC/OPD attendees,"Attendees of mobile clinic that provides health information and screening services for HIV, tuberculosis, noncommunicable diseases and cervical cancer. Stationed in rural areas for several days at a time. Assuming services are equivalent to PHC.",NA,NA,NA,NA,Adult,N,18 to 75,18,75,NA,34,NA,Mixed,251,28,0.11,CT,251,21,0.083665339,vaginal swab,genital fluid,PCR: Presto C. trachomatis/N. gonorrhoeae assay,NAAT,88.6,99.6,0.093966771,0.019854444,0.059056035,0.135449887,215.9747507,20.2944499,remote area; women more than 20km from nearest health centre,1
#22353,Hoffman 2019,NA,NR,2016,NR,2016,2019,2016,South Africa,SA,SA,Rural,"Mopani District, Limpopo Province",Cross sectional,Consecutive,Female,PHC/OPD attendees,"Attendees of mobile clinic that provides health information and screening services for HIV, tuberculosis, noncommunicable diseases and cervical cancer. Stationed in rural areas for several days at a time. Assuming services are equivalent to PHC.",NA,NA,NA,NA,Adult,N,18 to 75,18,75,NA,34,NA,Mixed,251,28,0.11,NG,251,16,0.06374502,vaginal swab,genital fluid,PCR: Presto C. trachomatis/N. gonorrhoeae assay,NAAT,93.3,99.2,0.064370673,0.017349611,0.034199702,0.10224486,200.0840107,12.87954238,remote area; women more than 20km from nearest health centre,1
#22353,Hoffman 2019,NA,NR,2016,NR,2016,2019,2016,South Africa,SA,SA,Rural,"Mopani District, Limpopo Province",Cross sectional,Consecutive,Female,PHC/OPD attendees,"Attendees of mobile clinic that provides health information and screening services for HIV, tuberculosis, noncommunicable diseases and cervical cancer. Stationed in rural areas for several days at a time. Assuming services are equivalent to PHC.",NA,NA,NA,NA,Adult,N,18 to 75,18,75,NA,34,NA,Mixed,251,28,0.11,TV,251,12,0.047808765,vaginal swab,genital fluid,PCR: Prestoplus assay,NAAT,95,98,0.033152478,0.015026268,0.007639053,0.065579781,141.9618677,4.706387722,remote area; women more than 20km from nearest health centre,1
#22360,Hokororo 2015,NA,April,2012,December,2012,2015,2012,Tanzania,EA,EA,Rural,"Magu, Misungwi, Ngudu, Ilemela, Nyamagana, Geita and Ukerewe Districts of the Mwanza Region",Cross sectional,Consecutive,Female,ANC attendees,ANC (mixed),NA,NA,Exclude,0,Youth,Y,14 to 20,14,20,NA,19,17-20,Mixed,403,19,4.7E-2,CT,403,46,0.114143921,urine,urine,PCR: Amplicor CT/NG,NAAT,87,99.8,0.131080198,0.017818473,0.098662478,0.166136752,358.7366928,47.02327686,NA,1
#22360,Hokororo 2015,NA,April,2012,December,2012,2015,2012,Tanzania,EA,EA,Rural,"Magu, Misungwi, Ngudu, Ilemela, Nyamagana, Geita and Ukerewe Districts of the Mwanza Region",Cross sectional,Consecutive,Female,ANC attendees,ANC (mixed),NA,NA,Exclude,0,Youth,Y,14 to 20,14,20,NA,19,17-20,Mixed,403,19,4.7E-2,NG,403,27,0.066997519,urine,urine,PCR: Amplicor CT/NG and confirmed with 16S rRNA PCR testing,NAAT,91.6,100,0.075385151,0.013631615,0.050650442,0.104236812,375.1042835,28.27729306,NA,1
#22360,Hokororo 2015,NA,April,2012,December,2012,2015,2012,Tanzania,EA,EA,Rural,"Magu, Misungwi, Ngudu, Ilemela, Nyamagana, Geita and Ukerewe Districts of the Mwanza Region",Cross sectional,Consecutive,Female,ANC attendees,ANC (mixed),NA,NA,Exclude,0,Youth,Y,14 to 20,14,20,NA,19,17-20,Mixed,403,19,4.7E-2,TV,403,54,0.133995037,genital specimen,genital fluid,WM,WM,52,100,0.260947678,0.032461043,0.199401161,0.32549656,183.0221632,47.75920852,NA,1
#22364,Homsy 2019,NA,February,2013,April,2014,2019,2014,Uganda,EA,EA,Mixed,Kampala and Kitgum,RCT,Consecutive,Female,ANC attendees,pregnant women of any gestational age individually or with their partners when presenting in couples,NA,NA,Exclude,0,Adult,Y,18 to 49,18,49,NA,NA,NA,HIV negative,819,0,0,TV,819,12,0.014652015,vaginal swab,genital fluid,WM,WM,52,100,0.03040766,0.008424227,0.016147837,0.048279526,415.4435829,12.63266742,provided CT and NG data in the paper using One Step Strip  rapid antigen tests - have not entered these data,1
#22389,Husen 2023,NA,NR,NR,NR,NR,2023,2020,Ethiopia,EA,EA,Unsure,Oromia Region,Cross sectional,Consecutive,Female,ANC attendees,Pregnant women between gestational periods of 35 to 37 weeks,NA,NA,Exclude,0,Adult,Y,17 to 37,17,37,26,NA,NA,Mixed,196,4,0.02,TV,196,15,0.077,vaginal seab,genital fluid,wet mount with Giemsa stain,WM,52,100,0.156308557,0.036772629,0.091554773,0.236886054,97.52524207,15.24402989,Data available by age group,1
#22394,Huyveneers 2023,IPM027,March,2014,November,2015,2023,2015,South Africa,SA,SA,Rural,"Elandsdoorn, Elias Motsoaledi Municipality, Sekhukhune District in Limpopo",RCT,Convenience,Female,HIV/STI prevention trial participants,"IMP 027 baseline. Women were hiv-negative, sexually active, non-pregnant",NA,NA,NA,NA,Adult,Y,18 to 45,18,45,NA,NA,NA,HIV negative,119,0,0,CT,119,31,0.261,cervicovaginal swabs,genital fluid,NAAT,NAAT,88.6,99.6,0.295310031,0.044521924,0.21299771,0.387559913,104.9852851,31.00320779,NA,1
#22394,Huyveneers 2023,IPM027,March,2014,November,2015,2023,2015,South Africa,SA,SA,Rural,"Elandsdoorn, Elias Motsoaledi Municipality, Sekhukhune District in Limpopo",RCT,Convenience,Female,HIV/STI prevention trial participants,"IMP 027 baseline. Women were hiv-negative, sexually active, non-pregnant",NA,NA,NA,NA,Adult,Y,18 to 45,18,45,NA,NA,NA,HIV negative,119,0,0,NG,119,4,0.034,cervicovaginal swabs,genital fluid,NAAT,NAAT,93.3,99.2,0.03598635,0.019335945,0.006351994,0.082337734,92.78764732,3.339088769,NA,1
#22394,Huyveneers 2023,IPM027,March,2014,November,2015,2023,2015,South Africa,SA,SA,Rural,"Elandsdoorn, Elias Motsoaledi Municipality, Sekhukhune District in Limpopo",RCT,Convenience,Female,HIV/STI prevention trial participants,"IMP 027 baseline. Women were hiv-negative, sexually active, non-pregnant",NA,NA,NA,NA,Adult,Y,18 to 45,18,45,NA,NA,NA,HIV negative,119,0,0,TV,119,9,0.076,cervicovaginal swabs,genital fluid,OSOM rapid test,rapid antigen test,68.5,97.4,0.085812186,0.037584343,0.023069389,0.167979981,55.53547073,4.76562014,NA,1
#32031,Inabo 2006,NA,NR,NR,NR,NR,2006,2003,Nigeria,WA,WA,Urban,Kaduna,Cross sectional,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,18 to 47,18,47,NA,NA,NA,Mixed,NA,NA,NR,TV,350,62,0.177142857,GE,genital fluid,Wet mount microscopy,WM,52,100,0.344392738,0.038138746,0.273781466,0.423004974,155.2261654,53.45876407,NA,1
#22413,Isara 2021,NA,June,2017,October,2017,2021,2017,The Gambia,WA,WA,Urban,Brikama and Bandung,Cohort,Consecutive,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,15 to 44,15,44,NA,25.5,22-31,Mixed,280,16,5.7000000000000002E-2,CT,280,2,0.007142857,Urine,urine,Direct Fluorescent Antibody test,DFA,82,98.5,0.006243896,0.005587788,0.000229998,0.020666945,198.7264533,1.240827302,NA,1
#22413,Isara 2021,NA,June,2017,October,2017,2021,2017,The Gambia,WA,WA,Urban,Brikama and Bandung,Cohort,Consecutive,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,15 to 44,15,44,NA,25.5,22-31,Mixed,280,16,5.7000000000000002E-2,NG,280,5,0.017857143,HVS,genital fluid,Inoculated in Thayer Martin media and incubated for 18 – 48 hours in a carbon dioxide (CO2) incubator. Suspected colonies of Neisseria gonorrhoea were then isolated on chocolate agar. Oxidase test was carried out on the suspected colonies using Oxidase strip. Gram negative diplococcic were further tested using API NH for the identification of Neisseria gonorrhoea.,culture,75.7,100,0.027940087,0.01161238,0.009929136,0.055132899,201.4087212,5.627377163,NA,1
